2.34E-05,3.62E-03
9.61E-04,1.57E-03
5.67E-05,6.04E-03
1.57E-05,2.59E-03
3.20E-05,1.63E-03
1.40E-05,5.09E-03
1.69E-04,5.48E-03
7.57E-05,1.30E-03
2.60E-05,9.88E-04
9.04E-06,1.89E-03
8.96E-06,6.47E-03
3.31E-04,6.60E-04
1.32E-03,1.44E-03
8.17E-05,2.41E-03
2.59E-05,1.67E-03
8.89E-06,3.01E-03
