4.036533856615429766e-03,4.439119213508598005e-03,2.517799227170186560e-03,4.271588196736147980e-03,2.036268131736570369e-03,3.785930308085268953e-03,2.882731939796670528e-03,3.804913404229871843e-03,6.311894967968530168e-03,2.480612273148580238e-03,1.931034579836395787e-03,2.264982011200605133e-03,3.578851525752945600e-03,3.162014153728704563e-03,4.530669688178116244e-03,4.994920933459906509e-03
-4.476955246095168373e-02,-4.357532338440109343e-02,-3.092969600539305364e-02,-2.564555634524706001e-02,-1.521171369753805680e-03,6.103192999812510899e-03,-4.637016682644830301e-02,-5.768585046310517606e-02,-1.535076605019118634e-02,6.688255409225959264e-03,1.257019134781519124e-02,1.505668125647659922e-02,-2.666838798672508531e-02,7.621920377389384410e-03,1.150847303354329831e-02,-3.176139979703153371e-02
7.688241312260677557e-03,7.806549398218221719e-03,8.897302685793034502e-03,7.991401766465854734e-03,8.681803640527264998e-03,2.876358536901900409e-03,1.138451839348122302e-02,4.372427642179672197e-03,1.385693691980413242e-02,1.086353677196837640e-02,4.090537024695004714e-03,9.345457973271619270e-03,1.004143471079051858e-02,8.594449827020501226e-03,9.873671347982565169e-03,8.794050986712636381e-03
4.795326129465279572e-03,4.131188886302679733e-03,3.154223218284728236e-03,2.461828295826726937e-03,2.527328028708409474e-03,3.579998921019584418e-03,4.140538617065717131e-03,3.584717014933035129e-03,4.776857394746916383e-03,2.893599103505485604e-03,3.968127332925844991e-03,3.383823379593288438e-03,5.370687228902883484e-03,7.756605187361764742e-03,1.868978724471143105e-03,5.855361747196523303e-03
-6.149154735942363031e-03,-5.103759770115158523e-03,-9.081010780938605920e-03,-7.110010061357311534e-03,-6.486484348815629852e-03,-8.880414683883081778e-03,-8.834330912126341084e-03,-4.027833982780840844e-03,-3.018245670240851664e-03,-6.003690745165598391e-03,-6.574023042984895177e-03,-8.050608740331550300e-03,-5.439152759836550499e-03,-3.940519536371919068e-03,-3.173026179471793995e-03,-2.886819307777659799e-03
2.500820061891433771e-03,3.377700666949170344e-03,2.440967546507390173e-03,2.606227869678637288e-03,5.546043837416778782e-03,-4.041169453569269654e-03,-7.489664402817869382e-04,3.999411439453580755e-03,1.415629298686039289e-03,-5.962919958546107624e-03,-4.407119792221695503e-03,-1.239991739371906765e-04,-2.734333179116563844e-03,-5.062273193273139626e-03,-5.006433210633428471e-03,-4.695041570669095804e-03
5.920558150762034177e-03,8.049206685332304517e-03,8.838186500736072010e-03,1.116422751259202317e-02,8.485700201486867655e-03,8.614277129050461335e-03,8.436912097442444275e-03,-1.860964850010467242e-02,1.149300419342212665e-02,1.000180136491577235e-02,8.222281093051047457e-03,8.246694191324722284e-03,1.236314968812849205e-02,6.617273509481713667e-03,8.446277349881986529e-03,-2.705786475240366112e-02
-9.274203547730321129e-04,3.893060024584726886e-03,9.968258972095125556e-03,3.523976881062526600e-03,6.910787793573522700e-03,9.490582438064209050e-03,9.550115981613217439e-03,3.785618658857344693e-03,6.122341202692302073e-03,7.121071637681258143e-03,9.341077323261403470e-03,-2.245358090299718473e-03,6.630139110920659981e-03,8.645951479695112435e-03,2.528035854793508203e-03,6.896329521543023700e-03
2.015373892136322273e-03,5.734905389172409787e-03,4.985032489254513990e-03,5.501208720093473184e-03,7.483305500338294225e-04,9.080304380419176175e-04,1.600891816979270812e-03,3.207898028054769271e-03,5.263156572548801510e-03,6.229882546395375947e-03,1.550737296883096181e-03,-1.169373805580192424e-03,-6.087731855042769966e-03,3.551957168627202163e-03,2.101271167535820328e-03,1.804923651406577928e-03
-4.217642561634721982e-04,-1.927755257934267441e-03,-2.770010368121404720e-03,-6.638969054392387936e-03,-4.968843285342361416e-03,-2.764455883583285395e-03,-1.490695247551762290e-03,-6.099011793340505805e-04,-2.771328594535299450e-03,-2.003343330319489954e-03,-2.339966485782246641e-03,-4.220454185934405245e-03,-2.773654372504007204e-03,-3.161832587930756000e-03,-6.688042830028870234e-04,-4.719948035647462264e-03
-9.299377918373097351e-04,3.516112626561934337e-03,2.110648310369393071e-03,-2.480792592879678404e-04,1.498769826405399463e-03,2.738204307850336527e-04,-1.176800127535168605e-03,3.144552442902598388e-03,-3.761985707393597500e-04,1.049567620674783652e-03,3.313344139277765721e-05,7.511985703015054694e-04,6.393655925111159377e-04,-1.241893598890077277e-03,-4.866693715902536965e-04,4.954149531140664142e-04
5.791207507468020335e-03,4.967398547573425444e-03,6.028744107910108743e-03,3.826890164856152493e-03,-1.214862530238749322e-03,4.601543254672647160e-03,3.182248333129002182e-03,6.005609952834055007e-03,9.137827947796776235e-03,-5.387554365224606762e-03,3.799233149344303367e-03,8.988878986081264011e-03,8.498583381792433264e-03,-4.841033459657001492e-03,9.610978068307456101e-04,1.399894301061566787e-03
-4.523076899745737123e-02,-4.889639381890376751e-02,-5.362724097618657565e-02,-3.638856605304310876e-02,-4.953064232126585392e-02,-5.182541861075284223e-02,-3.111992259911949832e-02,-2.917101764553301640e-02,-5.542338410694589573e-02,-3.716941116869564021e-02,-4.544804197669666257e-02,-4.661652016230252715e-02,-6.522806338732017872e-02,-6.764626952847496710e-02,-4.541117747562322532e-02,-4.541117747562322532e-02
-3.745763532389596862e-03,-2.093526531260400322e-03,-1.917783156152123164e-02,-1.148937965789533638e-02,-5.302022573976036823e-03,4.318615644303656909e-04,-1.036957672366207658e-03,6.504995870993696833e-04,-2.487952914229911439e-02,-2.905688895730902666e-03,-2.905339948906602437e-04,-3.216280910405832499e-03,-3.291431054233410342e-03,3.593107739357510877e-03,-8.238872798214114113e-03,2.096987560675958595e-03
-1.572997420092214077e-03,1.005225401045516456e-03,-4.396632741645034592e-04,-3.320779376986026862e-03,-3.271598607853991661e-03,-2.460155653230319123e-04,-2.643060723836626949e-03,-4.203794511179179128e-03,-8.026955648140939037e-04,-1.792934151601780976e-03,2.749350052062312158e-03,-2.614662146975220425e-04,-3.985230376541682579e-03,-2.352194896338083777e-03,-1.463936930208865547e-03,1.841211285030855405e-04
2.111513752278786765e-03,2.714912908396645980e-03,4.371931424955890697e-03,2.076878140000279482e-03,5.233567813561585888e-03,5.166619666645820910e-03,3.077066550322181751e-03,2.965946810752045915e-03,3.969471256698817174e-03,2.464077786357252164e-03,4.617061465058858172e-03,4.352184630095208909e-03,3.511937018493616058e-03,4.987827937283809826e-03,1.199990705738947921e-03,3.574545232304124007e-03
