0.770234311,0.794725398,0.794425615,0.778604893,0.784097053,0.665349568,0.620460371,0.613447019,0.650904669,0.653519044,0.718608322,0.758830568,0.73340379,0.717716278,0.748805375,0.81000113,0.82184803,0.807191619,0.809676234,0.788053096,0.882995755,0.882921153,0.894515962,0.864980304,0.889121137,0.882749575,0.889415246,0.90525269,0.889182679,0.89970736,0.725851342,0.708732568,0.709122993,0.712898151,0.652655152,0.780083142,0.742968332,0.7564322,0.751761823,0.762209194,0.802264268,0.822372101,0.816326785,0.796349029,0.862383027,0.83801637,0.82644688,0.86782258,0.839117644,0.854699578
0.596815027,0.628759073,0.629558858,0.607314983,0.613718864,0.411598032,0.354327501,0.325779943,0.386893413,0.3798228,0.49191492,0.552813612,0.510717414,0.485807719,0.537704461,0.638805195,0.658959772,0.633977727,0.639417439,0.60190313,0.772031901,0.771077394,0.794050968,0.740715432,0.784648555,0.777303386,0.790710764,0.817179579,0.78870412,0.807168552,0.492003326,0.462653713,0.463430086,0.469487063,0.370363654,0.582993793,0.514923874,0.539926683,0.535277796,0.550990878,0.620581723,0.656795654,0.645564095,0.609775542,0.730557174,0.686866101,0.666402829,0.741280271,0.689080422,0.716394028
0.491957725,0.51698648,0.518851995,0.499278936,0.50371703,0.256633036,0.209527623,0.156646995,0.227739482,0.200899644,0.340055085,0.401122195,0.349898359,0.323771288,0.383939796,0.498241904,0.523685295,0.493516276,0.499183186,0.455716011,0.67300155,0.669891154,0.703177163,0.634419664,0.691656031,0.689747002,0.710904768,0.741646379,0.704763288,0.729874513,0.316718292,0.283220327,0.283685646,0.289002542,0.176328792,0.42368778,0.333350169,0.367183685,0.367127196,0.383131501,0.464719867,0.511815627,0.494226777,0.453358646,0.609150364,0.555300325,0.530129179,0.625654911,0.558449266,0.590044032
0.437051496,0.450294046,0.452963165,0.439885377,0.441134579,0.174004826,0.14289777,0.069755342,0.143124415,0.097351146,0.249362318,0.299448537,0.245959775,0.223114713,0.283576276,0.391457632,0.418777176,0.388452448,0.393191834,0.351100134,0.589252094,0.581526447,0.624276929,0.54930431,0.613622821,0.623586826,0.651403267,0.68042062,0.641321377,0.668542256,0.198278896,0.164073106,0.164824745,0.169958268,0.058452392,0.304293052,0.201181956,0.240107394,0.248539562,0.259791709,0.341016482,0.392711071,0.369766316,0.330218742,0.501195649,0.447651769,0.420682709,0.523987311,0.4503979,0.480544761
0.409788224,0.413112507,0.417210355,0.408921153,0.408003899,0.133513577,0.113842021,0.028241265,0.102099202,0.04238876,0.199685782,0.236325767,0.183886075,0.165553758,0.222688752,0.315759034,0.341405824,0.314313132,0.318271662,0.28158133,0.519871242,0.507058277,0.559355157,0.484632243,0.550339267,0.575437134,0.610029181,0.632941429,0.595355968,0.62251213,0.123759759,0.092171353,0.092915739,0.095913583,-0.008735541,0.221935103,0.110749337,0.152761739,0.169553019,0.175570002,0.247539372,0.299289468,0.270499789,0.238566551,0.408957619,0.363280914,0.337282481,0.437732114,0.365631,0.386897733
0.396787024,0.393323378,0.398360706,0.394260466,0.391503503,0.114024766,0.101442448,0.009731154,0.082907385,0.013726008,0.173313148,0.199106157,0.148083834,0.133769982,0.187314507,0.263729514,0.287019229,0.263876124,0.266608073,0.235891178,0.465132106,0.446971744,0.5064258,0.436999137,0.500734195,0.542326641,0.582383364,0.597366996,0.562494655,0.59017037,0.079112042,0.049837755,0.05044194,0.052273675,-0.04534063,0.16556241,0.051496855,0.095195792,0.119581954,0.120297224,0.179440143,0.227530147,0.194049379,0.17426496,0.331529021,0.299447062,0.276397518,0.366440391,0.301228071,0.311340525
0.391169839,0.383556287,0.388126672,0.386656141,0.383373973,0.104695871,0.096174899,0.000950143,0.073683031,8.7208E-05,0.159796075,0.17727325,0.128300583,0.116352417,0.167743643,0.228937848,0.250577271,0.231518368,0.232631761,0.208316976,0.42324877,0.399030348,0.465235855,0.4035534,0.462935517,0.519928293,0.564498006,0.572134164,0.54023974,0.567607436,0.052953408,0.025797185,0.026287825,0.02635023,-0.064618873,0.129356573,0.013084607,0.058559239,0.089689665,0.085096521,0.131399402,0.175666682,0.137568871,0.129079122,0.267985929,0.253085951,0.23381274,0.309018262,0.25463436,0.250967728
0.388332542,0.378003414,0.38329083,0.383604575,0.379466893,0.100739724,0.094323689,-0.002641217,0.069423481,-0.007820603,0.152841693,0.165066604,0.117292495,0.107179163,0.156657183,0.206802129,0.225118751,0.210110149,0.210719854,0.190986676,0.392109743,0.362056693,0.433238878,0.379851294,0.434884349,0.505803019,0.552845522,0.554223465,0.526553158,0.552161928,0.037745794,0.01213867,0.012606357,0.012313462,-0.074610957,0.105911236,-0.010669405,0.035450634,0.071051056,0.063369061,0.098439302,0.137676564,0.096726644,0.098572359,0.217516078,0.220107196,0.203688056,0.263227842,0.220349956,0.203081728
0.38743952,0.376026205,0.380783431,0.381538302,0.377314084,0.099030003,0.093697087,-0.004362389,0.067401372,-0.010689753,0.149153198,0.158170345,0.111245108,0.102284676,0.150327321,0.19213689,0.209277028,0.196972422,0.196419994,0.180415315,0.368592071,0.333878808,0.409143037,0.363739077,0.41436606,0.496212586,0.545886681,0.541633217,0.517030084,0.542174767,0.028922965,0.004721908,0.005010384,0.004883514,-0.079870081,0.091716037,-0.024454406,0.021073623,0.05991048,0.049258672,0.075519431,0.11065801,0.067528952,0.078006574,0.177697703,0.195929583,0.182979177,0.229008913,0.196044649,0.166657979
0.386569006,0.37451935,0.379385241,0.381092248,0.376691411,0.098261918,0.093234959,-0.004898563,0.066513482,-0.012297035,0.147549104,0.154982023,0.10800662,0.099879039,0.147149696,0.182919129,0.19883754,0.188211047,0.187672864,0.174634388,0.350972293,0.31201448,0.390930306,0.353069044,0.399581904,0.490282055,0.541261951,0.533587693,0.510653721,0.535297091,0.024164102,0.000940742,0.000782236,-0.000178735,-0.082585991,0.082266795,-0.03417637,0.011975084,0.053308466,0.041500137,0.060691082,0.092287949,0.047129335,0.064272174,0.147097071,0.179618858,0.16968049,0.201611698,0.178442092,0.138584918
0.386638906,0.373287777,0.379027771,0.381026316,0.375934736,0.097660528,0.09299821,-0.005321158,0.066294609,-0.013574352,0.146356014,0.152167785,0.106249361,0.098687353,0.145277148,0.177136347,0.191897926,0.183116057,0.181543307,0.170800048,0.338962718,0.295839967,0.377565245,0.345775842,0.389122133,0.486103986,0.538145429,0.527597931,0.506776371,0.530265755,0.021421186,-0.001600998,-0.001457793,-0.002046862,-0.083613244,0.07671168,-0.039580472,0.006701811,0.049908836,0.035766518,0.049791097,0.079224856,0.031886831,0.056010103,0.122954524,0.168178761,0.160298533,0.181538875,0.167136206,0.11861089
0.386781056,0.373309154,0.378499753,0.380067659,0.375648941,0.097412231,0.092811649,-0.005861367,0.066275086,-0.013596106,0.146322843,0.151422592,0.105264796,0.097730648,0.144499473,0.173475636,0.186993592,0.180066033,0.178157093,0.168113504,0.329320674,0.283589967,0.367704344,0.340782936,0.38130298,0.483897197,0.537085488,0.523517662,0.504163795,0.527204592,0.019570577,-0.003161272,-0.002780012,-0.003676213,-0.084197047,0.073172394,-0.042806743,0.003821072,0.047241726,0.032679949,0.043310815,0.070025815,0.02159055,0.049991245,0.104793784,0.160375498,0.153841723,0.166001979,0.158906749,0.103205021
0.386165631,0.373240773,0.378087755,0.380180564,0.37597208,0.097465979,0.092458991,-0.005768972,0.06619518,-0.014039902,0.146000776,0.150473767,0.10498407,0.097459233,0.14347611,0.171046217,0.184170932,0.177867955,0.175968881,0.167002888,0.323328988,0.275242772,0.360712028,0.337509285,0.376279458,0.482210572,0.535866782,0.520819775,0.502791686,0.525261398,0.019208465,-0.003891551,-0.003592627,-0.004895205,-0.084648107,0.071107905,-0.044481276,0.001192928,0.045895937,0.03089389,0.03852261,0.063578422,0.015229441,0.046660147,0.090894687,0.155042318,0.149499921,0.153767686,0.15347163,0.091138166
0.386369702,0.372545419,0.378119331,0.380706055,0.376004731,0.097494073,0.092963064,-0.005669365,0.06582312,-0.013739065,0.145826476,0.150278521,0.104384118,0.097047224,0.143483479,0.169542918,0.182343709,0.176155593,0.174493933,0.166591108,0.318823085,0.268783415,0.355353781,0.33566208,0.372397003,0.481089096,0.535182233,0.51902335,0.502239014,0.524197672,0.01866422,-0.004206109,-0.003561959,-0.005273158,-0.085257972,0.069851501,-0.04548729,0.000163747,0.044967765,0.029795458,0.035778034,0.059247179,0.009760147,0.043591408,0.080252272,0.151058428,0.146586324,0.145548438,0.149631284,0.082577556
0.38613227,0.372919813,0.378365539,0.380275551,0.375275183,0.097312583,0.093063564,-0.005991144,0.065943625,-0.014107694,0.146024154,0.150119462,0.104094395,0.096766979,0.143332231,0.168949002,0.181390818,0.175627836,0.173643261,0.165972843,0.315324497,0.263126646,0.350991007,0.333836186,0.369404735,0.480502351,0.534821978,0.517910017,0.501223377,0.523344509,0.018358467,-0.004059819,-0.004177873,-0.005485787,-0.085497744,0.068865364,-0.04710493,-0.000677283,0.044390243,0.029046878,0.033520631,0.056636804,0.006243157,0.042276416,0.072673984,0.14885672,0.14434332,0.138932444,0.146780351,0.075977139
0.38644134,0.372895398,0.378299584,0.380520824,0.375507086,0.097119257,0.092727361,-0.006150734,0.066127805,-0.014212904,0.145663907,0.149535515,0.104075297,0.096985847,0.142613169,0.16825504,0.180359316,0.175035683,0.173138251,0.165313182,0.312739351,0.260377304,0.348248424,0.332544654,0.367796739,0.479971378,0.534374109,0.517457126,0.500440838,0.52275333,0.018037908,-0.00453694,-0.003930804,-0.005504901,-0.08520892,0.068126895,-0.047114674,-0.000955935,0.044236748,0.028565445,0.032265911,0.054829712,0.003977843,0.040814367,0.066598983,0.146644922,0.143845458,0.134306775,0.144568071,0.071507074
0.386449458,0.372766942,0.378417414,0.379785302,0.375569018,0.097208045,0.092673063,-0.005449009,0.066171512,-0.014406418,0.145736673,0.149344091,0.103882566,0.09703459,0.142902179,0.168068493,0.18014749,0.175091031,0.172907908,0.166003169,0.311203115,0.25779525,0.346343305,0.331867326,0.366280578,0.479943439,0.534287602,0.516680974,0.500279699,0.522432785,0.018256285,-0.004431587,-0.004600213,-0.005757625,-0.085270396,0.068035276,-0.047690081,-0.001182485,0.044237609,0.028255443,0.031416425,0.052959464,0.002059538,0.040391083,0.061994895,0.145795376,0.142587993,0.130539057,0.143235849,0.068011214
0.386257317,0.373095865,0.378070652,0.38028437,0.375513857,0.097114718,0.092645237,-0.005430569,0.06577257,-0.014235344,0.145478409,0.149462658,0.103826787,0.097019853,0.143210776,0.167323341,0.179582995,0.174528196,0.17288787,0.165410904,0.309863056,0.255926121,0.3451096,0.332062229,0.364944444,0.479640342,0.534134986,0.516157299,0.500047626,0.522093862,0.017984136,-0.00424976,-0.004188787,-0.005765844,-0.085619392,0.067679249,-0.047430756,-0.001550923,0.043920918,0.027810132,0.030367994,0.052029862,0.000856891,0.039955216,0.058870904,0.14502274,0.142562166,0.127773366,0.142857277,0.065396231
0.386560732,0.372974322,0.378625437,0.380063069,0.375401121,0.097765515,0.092949313,-0.00579471,0.065519588,-0.013793631,0.145685243,0.149661424,0.10406733,0.096723094,0.142721635,0.167484757,0.179539254,0.174638816,0.172622945,0.164979898,0.309052745,0.254616343,0.343864796,0.331654197,0.364518996,0.479637734,0.533686942,0.515857561,0.500092889,0.522260657,0.017633781,-0.004569816,-0.004253023,-0.005723877,-0.085613236,0.06747842,-0.047565151,-0.001380822,0.043584166,0.027919862,0.030182542,0.051222014,0.00031889,0.039669858,0.056324579,0.14484642,0.142031056,0.125570658,0.141861373,0.06365208
